# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	DistMin	DistMax	redshift	theta	n det	SNR	90%C.R.	50%C.R.
#
run0387	MergerID000222	-176.622	-50.086	1.033628e+05	5.755867e+04	2.233628e+05	0.023	70.119	3	12.570	38.070	10.096
run0387	MergerID000228	-175.917	34.892	2.582665e+05	1.262665e+05	2.615677e+05	0.058	9.127	3	18.110	33.373	9.265
run0387	MergerID000229	146.605	38.153	2.801659e+05	1.461659e+05	3.029580e+05	0.063	22.587	2	14.400	984.491	292.127
run0387	MergerID000230	-126.472	25.042	1.544082e+05	6.442129e+04	2.494082e+05	0.035	56.758	3	13.820	17.629	4.778
run0387	MergerID000238	-38.443	-55.293	2.581540e+05	1.471540e+05	3.045084e+05	0.058	32.702	2	13.010	1247.767	365.250
run0387	MergerID000248	-88.127	66.660	1.977904e+05	1.217904e+05	2.528545e+05	0.045	39.747	3	12.090	23.058	5.944
run0387	MergerID000257	-164.880	56.550	1.234773e+05	6.447730e+04	1.346412e+05	0.028	23.753	3	33.020	1.783	0.506
run0387	MergerID000284	164.963	32.774	3.485406e+05	2.005406e+05	4.144552e+05	0.079	33.480	2	12.090	1505.063	467.119
run0387	MergerID000290	-108.616	27.552	8.136157e+04	4.480263e+04	1.733616e+05	0.018	69.660	3	15.550	13.557	3.771
run0387	MergerID000300	23.258	21.065	1.481970e+05	7.919700e+04	1.639000e+05	0.034	25.607	2	12.570	945.346	253.650
run0387	MergerID000346	117.826	50.671	3.097501e+05	1.587501e+05	3.282682e+05	0.070	19.478	2	12.700	786.182	187.320
run0387	MergerID000358	-57.079	-3.126	2.699490e+05	1.639490e+05	3.759490e+05	0.061	46.750	3	12.540	111.728	33.123
run0388	MergerID000014	-35.876	-30.804	8.069290e+04	4.869290e+04	1.126929e+05	0.018	46.499	3	38.530	3.957	1.124
run0388	MergerID000034	82.677	6.904	1.256248e+05	7.662480e+04	1.594286e+05	0.028	39.163	3	18.390	50.905	12.186
run0388	MergerID000035	157.979	50.869	2.243715e+05	1.042241e+05	4.033715e+05	0.051	62.145	2	13.240	1166.985	353.920
run0388	MergerID000070	11.923	29.356	1.139110e+05	4.796964e+04	1.859110e+05	0.026	57.249	3	13.680	65.704	17.330
run0388	MergerID000135	167.651	-31.622	2.044009e+05	1.234009e+05	2.854009e+05	0.046	46.782	3	12.160	361.932	103.640
run0388	MergerID000138	-171.704	43.889	2.965267e+05	1.845267e+05	3.822725e+05	0.067	40.406	3	12.170	32.796	7.506
run0388	MergerID000156	75.262	-46.978	2.064534e+05	1.074534e+05	2.222664e+05	0.047	21.945	3	16.220	11.776	3.203
run0388	MergerID000172	-75.162	61.077	1.604609e+05	8.346090e+04	1.737640e+05	0.036	22.792	2	14.950	109.636	24.572
run0388	MergerID000192	-112.768	57.106	9.880563e+04	6.832262e+04	2.648056e+05	0.022	78.313	3	14.180	44.902	9.822
run0388	MergerID000248	24.102	-29.584	2.509802e+05	1.539802e+05	3.180694e+05	0.057	39.050	3	12.010	33.959	8.450
run0388	MergerID000253	-129.370	33.699	3.128953e+05	1.518953e+05	3.148884e+05	0.071	6.455	3	12.910	21.995	5.948
run0388	MergerID000255	-18.186	-42.490	2.683010e+05	1.693010e+05	3.504311e+05	0.061	41.409	2	12.830	1454.024	500.167
run0388	MergerID000389	166.529	58.904	2.842640e+05	1.392640e+05	4.292640e+05	0.064	52.730	3	12.390	598.089	121.999
run0388	MergerID000411	-61.846	-21.251	1.020648e+05	5.206480e+04	1.089399e+05	0.023	20.632	3	35.770	7.492	2.146
run0389	MergerID000002	-61.963	-25.186	1.196893e+05	1.019517e+05	3.946893e+05	0.027	85.210	2	16.510	473.060	115.246
run0389	MergerID000029	47.890	-42.440	3.795125e+04	1.579152e+04	6.195125e+04	0.009	56.616	3	60.940	0.429	0.125
run0389	MergerID000031	-0.449	-73.648	2.788355e+05	1.368355e+05	2.832555e+05	0.063	10.155	3	13.370	49.684	11.248
run0389	MergerID000073	-32.054	-52.615	2.253596e+05	1.163596e+05	2.411876e+05	0.051	21.051	2	18.260	702.017	174.167
run0389	MergerID000094	107.886	52.925	1.314126e+05	6.541260e+04	1.974126e+05	0.030	52.403	2	19.660	348.608	86.959
run0389	MergerID000142	59.494	-25.486	2.740244e+05	1.330244e+05	2.752010e+05	0.062	5.303	3	13.350	20.143	5.365
run0389	MergerID000154	-107.937	-78.209	1.214867e+05	5.945882e+04	2.304867e+05	0.027	64.570	3	15.540	14.333	3.897
run0389	MergerID000158	-25.762	23.108	1.956041e+05	1.166041e+05	2.408102e+05	0.044	36.628	3	13.920	76.917	21.622
run0389	MergerID000160	-176.304	43.931	1.931020e+05	8.877801e+04	3.431020e+05	0.044	61.652	3	12.870	30.642	7.495
run0389	MergerID000181	-63.685	9.631	2.424075e+05	1.224075e+05	2.532424e+05	0.055	16.913	3	13.190	91.345	22.930
run0389	MergerID000194	-74.857	-8.461	2.564308e+05	1.394308e+05	2.884070e+05	0.058	27.641	3	12.360	244.782	54.544
run0389	MergerID000199	-151.446	-43.671	1.226421e+05	6.138145e+04	2.376421e+05	0.028	65.574	3	12.170	912.168	296.821
run0389	MergerID000204	113.353	-24.281	1.245951e+05	7.859510e+04	1.705613e+05	0.028	44.815	3	16.970	23.991	6.532
run0389	MergerID000205	47.013	48.424	1.664943e+05	1.044943e+05	2.284943e+05	0.038	45.222	3	14.210	51.617	13.271
run0389	MergerID000224	122.082	-1.326	1.217774e+05	9.932825e+04	3.847774e+05	0.028	83.843	3	14.190	139.290	39.139
run0389	MergerID000269	140.654	-6.553	1.352657e+05	9.345981e+04	3.612657e+05	0.031	78.285	3	14.510	109.879	22.366
run0389	MergerID000278	-23.960	-66.595	1.925272e+05	8.283395e+04	3.205272e+05	0.044	58.362	2	12.720	1185.725	275.642
run0389	MergerID000280	93.877	66.887	8.311236e+04	4.211236e+04	8.687290e+04	0.019	17.014	3	42.760	2.175	0.625
run0389	MergerID000286	46.379	-77.649	1.284724e+05	6.844215e+04	2.654724e+05	0.029	68.280	3	16.890	12.116	2.733
run0389	MergerID000318	-70.741	-37.113	2.385235e+05	1.265235e+05	2.621435e+05	0.054	24.801	3	15.360	201.208	54.305
run0389	MergerID000324	32.571	34.161	1.792203e+05	8.822030e+04	1.832605e+05	0.041	12.087	3	12.310	80.235	21.104
run0389	MergerID000327	110.726	-21.856	2.365258e+05	1.165258e+05	2.413721e+05	0.053	11.530	3	13.380	217.721	27.211
run0389	MergerID000340	-1.709	-35.772	2.435817e+05	1.365817e+05	2.832490e+05	0.055	31.276	3	17.070	18.478	4.606
run0389	MergerID000378	31.525	54.823	1.077595e+05	5.196722e+04	2.017595e+05	0.024	63.896	3	14.460	27.742	6.687
run0389	MergerID000407	-89.112	-7.511	9.909913e+04	7.035027e+04	2.720991e+05	0.022	79.230	3	13.380	389.065	112.085
run0389	MergerID000413	169.568	19.531	1.873766e+05	9.206028e+04	3.563766e+05	0.042	64.744	3	15.060	107.653	18.120
run0389	MergerID000414	12.857	-30.354	9.924317e+04	5.324317e+04	1.107214e+05	0.022	26.684	3	38.430	1.766	0.508
run0390	MergerID000012	-16.231	-65.819	2.641979e+05	1.561979e+05	3.226343e+05	0.060	35.920	2	13.030	1461.997	449.756
run0390	MergerID000035	99.713	-20.306	1.799621e+05	1.109621e+05	2.306224e+05	0.041	39.939	3	14.860	38.690	10.395
run0390	MergerID000036	51.087	-51.993	1.442247e+05	8.022470e+04	1.669782e+05	0.033	30.824	3	23.650	3.253	0.917
run0390	MergerID000046	61.638	-83.277	2.223100e+05	1.333100e+05	2.762333e+05	0.050	37.420	3	13.150	21.213	5.223
run0390	MergerID000057	-158.840	82.571	3.033897e+05	1.613897e+05	3.347600e+05	0.069	25.313	3	12.730	37.227	7.821
run0390	MergerID000058	-4.411	-34.778	2.814250e+05	1.604250e+05	3.313989e+05	0.064	32.537	2	15.230	812.344	168.672
run0390	MergerID000070	140.678	44.328	2.490198e+05	1.370198e+05	2.845030e+05	0.056	29.410	2	16.110	824.514	221.088
run0390	MergerID000086	-62.405	-10.621	2.885747e+05	1.405747e+05	2.911285e+05	0.065	7.603	3	13.440	347.284	113.646
run0390	MergerID000092	-12.822	-29.944	1.520817e+05	9.008170e+04	1.867191e+05	0.034	36.391	3	24.600	7.997	2.185
run0390	MergerID000103	171.919	66.734	1.464634e+05	7.546340e+04	1.558626e+05	0.033	20.156	3	28.270	3.751	1.051
run0390	MergerID000115	115.045	-9.793	8.575178e+04	4.275178e+04	8.831952e+04	0.019	13.901	3	37.410	7.755	2.252
run0390	MergerID000132	133.613	62.199	1.660626e+05	1.080626e+05	2.232052e+05	0.038	43.523	2	18.310	455.356	145.775
run0390	MergerID000138	-28.571	-3.003	2.733567e+05	1.423567e+05	2.953688e+05	0.062	22.477	3	13.320	136.831	29.270
run0390	MergerID000145	-26.944	-57.394	1.563015e+05	8.076552e+04	3.123015e+05	0.035	66.975	2	12.030	1432.727	410.362
run0390	MergerID000181	9.176	-25.645	3.181622e+05	1.601622e+05	3.321615e+05	0.072	16.784	3	13.700	31.569	7.617
run0390	MergerID000198	-154.595	-41.032	1.210911e+05	5.909110e+04	1.226750e+05	0.027	9.232	3	21.490	41.260	12.078
run0390	MergerID000316	-179.993	-24.616	6.152579e+04	5.056509e+04	1.955258e+05	0.014	84.084	2	18.960	585.748	171.268
run0390	MergerID000322	2.545	-14.512	2.666328e+05	1.646328e+05	3.403732e+05	0.060	39.633	3	14.560	39.900	9.632
run0390	MergerID000339	152.789	-5.917	1.916311e+05	1.106311e+05	2.726311e+05	0.043	48.387	3	12.710	94.634	15.593
run0390	MergerID000358	-73.981	63.322	8.341022e+04	4.741022e+04	9.974678e+04	0.019	34.014	3	27.800	4.235	1.256
run0390	MergerID000361	101.339	55.005	2.308132e+05	1.328132e+05	2.758462e+05	0.052	33.955	2	14.490	660.459	203.621
run0390	MergerID000377	-58.564	10.771	5.489331e+04	3.389331e+04	7.553802e+04	0.012	45.176	3	40.900	6.052	1.761
run0390	MergerID000378	42.366	69.501	2.083584e+05	1.283584e+05	2.661465e+05	0.047	39.682	3	12.490	46.600	12.019
run0390	MergerID000380	76.794	59.380	1.816183e+05	1.156183e+05	2.401850e+05	0.041	42.341	3	16.120	34.034	8.665
run0390	MergerID000384	-17.106	-19.015	2.269990e+05	1.119990e+05	3.419990e+05	0.051	52.494	2	12.200	1285.116	266.502
run0391	MergerID000001	4.480	15.706	1.054515e+05	5.245150e+04	1.089132e+05	0.024	14.543	3	31.100	22.745	6.277
run0391	MergerID000015	-62.951	-38.630	2.461082e+05	1.521082e+05	3.147271e+05	0.056	39.773	2	12.760	1337.703	281.098
run0391	MergerID000041	36.323	31.284	1.376092e+05	7.760920e+04	1.609613e+05	0.031	31.871	3	15.140	53.456	14.212
run0391	MergerID000054	56.481	-35.385	2.329620e+05	1.359620e+05	2.807850e+05	0.053	34.741	3	14.500	16.412	4.318
run0391	MergerID000068	131.042	-6.776	1.379080e+05	7.890800e+04	1.969080e+05	0.031	48.718	3	18.110	46.846	13.609
run0391	MergerID000084	-3.552	-76.111	2.312125e+05	1.362125e+05	2.815742e+05	0.052	35.675	2	12.620	1300.118	350.667
run0391	MergerID000109	-8.658	0.539	2.665840e+05	1.445840e+05	2.992144e+05	0.060	27.402	2	12.890	1477.629	347.638
run0391	MergerID000115	-40.460	-29.072	1.582129e+05	7.621290e+04	2.402129e+05	0.036	53.176	3	18.680	62.469	9.503
run0391	MergerID000140	138.396	0.969	2.541052e+05	1.311052e+05	2.711219e+05	0.057	20.574	3	13.410	224.868	54.393
run0391	MergerID000199	-27.147	-43.125	2.292098e+05	1.322098e+05	3.262098e+05	0.052	48.482	2	14.420	974.066	275.183
run0391	MergerID000229	-170.499	-46.213	1.544953e+05	8.049530e+04	1.670487e+05	0.035	22.574	3	14.730	56.108	15.232
run0391	MergerID000252	-171.429	-7.308	1.994767e+05	1.174767e+05	2.438740e+05	0.045	36.020	2	15.150	575.965	161.603
run0391	MergerID000334	94.854	18.664	1.019776e+05	5.997760e+04	1.439776e+05	0.023	47.719	3	21.170	43.463	11.180
run0391	MergerID000388	147.911	43.293	3.112165e+05	1.842165e+05	4.382165e+05	0.070	47.523	3	13.710	493.387	116.921
run0392	MergerID000005	-38.829	-46.955	2.736641e+05	1.726641e+05	3.569840e+05	0.062	41.313	3	12.670	172.406	20.579
run0392	MergerID000015	121.457	23.881	1.743878e+05	7.285874e+04	2.823878e+05	0.039	56.832	2	15.120	1024.987	291.602
run0392	MergerID000056	-129.465	10.033	9.290193e+04	5.990193e+04	1.251735e+05	0.021	43.697	3	19.220	7.872	2.247
run0392	MergerID000078	-1.874	-65.861	1.476413e+05	7.564130e+04	2.196413e+05	0.033	51.747	3	18.760	8.129	2.151
run0392	MergerID000082	-51.153	10.694	1.313924e+05	7.139240e+04	1.476627e+05	0.030	27.551	3	20.180	32.921	9.403
run0392	MergerID000088	-119.273	34.608	1.787198e+05	9.671980e+04	1.996153e+05	0.040	26.820	3	17.270	11.583	3.066
run0392	MergerID000110	-157.777	75.369	2.000733e+05	1.200733e+05	2.488148e+05	0.045	37.492	3	14.040	594.000	126.684
run0392	MergerID000112	66.942	-17.336	7.667479e+04	7.641317e+04	2.956748e+05	0.017	89.902	3	16.070	55.843	13.546
run0392	MergerID000122	19.801	-31.914	2.010361e+05	1.210361e+05	2.810361e+05	0.045	46.790	3	15.660	16.147	4.375
run0392	MergerID000123	147.874	49.127	1.944666e+05	9.446660e+04	2.944666e+05	0.044	52.867	2	15.600	792.910	169.839
run0392	MergerID000132	-158.533	51.963	1.458906e+05	6.754113e+04	2.618906e+05	0.033	61.985	3	12.880	44.867	11.194
run0392	MergerID000138	-83.629	16.071	2.517050e+05	1.377050e+05	2.844984e+05	0.057	28.212	3	12.350	58.010	14.858
run0392	MergerID000154	-19.884	-13.472	2.618891e+05	1.368891e+05	2.828094e+05	0.059	22.391	3	16.550	54.908	14.560
run0392	MergerID000167	-125.742	41.591	2.329144e+05	1.509144e+05	3.129693e+05	0.053	43.502	3	12.180	26.521	5.964
run0392	MergerID000201	-162.185	19.130	2.366332e+05	1.216332e+05	2.508072e+05	0.054	19.496	3	15.270	25.193	6.519
run0392	MergerID000220	-153.275	41.744	1.664308e+05	9.943080e+04	2.334308e+05	0.038	47.256	3	17.810	9.354	2.543
run0392	MergerID000227	124.021	67.968	2.686694e+05	1.456694e+05	3.016603e+05	0.061	27.443	2	13.100	1541.520	429.561
run0392	MergerID000237	121.052	0.443	1.314810e+05	7.901428e+04	3.054810e+05	0.030	73.144	3	14.330	103.859	30.408
run0392	MergerID000281	-27.824	-34.637	1.612857e+05	9.328570e+04	1.934610e+05	0.036	34.297	3	26.890	8.809	2.367
run0392	MergerID000311	-27.597	8.307	2.500727e+05	1.360727e+05	2.814109e+05	0.057	27.705	3	12.530	105.925	34.667
run0392	MergerID000335	138.692	31.687	2.921860e+05	1.751860e+05	3.620800e+05	0.066	37.191	2	12.020	1644.439	538.984
run0392	MergerID000341	121.033	36.396	2.922565e+05	1.482565e+05	3.064226e+05	0.066	17.594	2	13.910	685.047	163.964
run0392	MergerID000350	-126.735	46.694	1.732599e+05	1.092599e+05	2.268241e+05	0.039	41.585	3	16.820	10.397	2.531
run0392	MergerID000353	-12.782	-48.015	1.354398e+05	8.543980e+04	1.771802e+05	0.031	41.529	3	31.850	8.261	2.599
run0392	MergerID000356	-5.966	-67.377	2.688896e+05	1.468896e+05	3.030908e+05	0.061	27.898	3	13.650	34.444	6.697
run0392	MergerID000376	114.059	21.151	1.333010e+05	7.356799e+04	2.843010e+05	0.030	69.752	2	15.380	743.050	175.478
run0392	MergerID000385	106.387	-0.207	2.380488e+05	1.170488e+05	2.433847e+05	0.054	12.053	3	14.620	72.389	21.327
run0392	MergerID000387	-144.757	9.624	1.670295e+05	9.102950e+04	1.896844e+05	0.038	28.745	3	16.240	24.118	6.662
run0392	MergerID000388	-58.946	26.961	2.578362e+05	1.308362e+05	2.699172e+05	0.058	17.306	3	12.290	83.844	19.605
run0393	MergerID000019	-103.614	-6.884	9.724540e+04	4.371885e+04	1.692454e+05	0.022	60.566	3	13.520	67.947	16.392
run0393	MergerID000020	-52.621	-66.439	1.507409e+05	1.287982e+05	4.837409e+05	0.034	85.306	2	12.500	1080.263	256.522
run0393	MergerID000032	23.401	78.426	1.234489e+05	6.644890e+04	1.378662e+05	0.028	26.806	3	23.400	6.003	1.685
run0393	MergerID000033	75.666	-45.595	2.338796e+05	1.358796e+05	2.806306e+05	0.053	34.328	3	12.540	22.428	5.946
run0393	MergerID000055	165.070	18.095	1.470966e+05	1.121769e+05	4.340966e+05	0.033	81.656	3	13.640	67.012	15.471
run0393	MergerID000061	32.369	-41.792	3.122074e+05	1.722074e+05	3.562935e+05	0.071	29.287	3	13.970	14.956	4.068
run0393	MergerID000096	-23.156	-35.272	3.311558e+05	1.881558e+05	3.882019e+05	0.075	32.090	3	13.200	589.761	160.187
run0393	MergerID000115	96.421	32.362	8.476888e+04	5.806090e+04	2.247689e+05	0.019	77.977	3	13.920	111.508	25.415
run0393	MergerID000147	-29.347	-22.670	2.363080e+05	1.523080e+05	3.199519e+05	0.053	44.044	3	12.750	123.517	16.822
run0393	MergerID000167	179.559	41.195	4.110701e+05	2.170701e+05	4.482425e+05	0.093	23.755	3	12.660	669.481	165.249
run0393	MergerID000171	-61.643	-57.500	1.690507e+05	9.905070e+04	2.053295e+05	0.038	35.439	3	20.630	17.365	4.043
run0393	MergerID000217	119.911	-0.323	2.885179e+05	1.555179e+05	3.221435e+05	0.065	26.780	3	12.730	110.259	33.159
run0393	MergerID000224	51.063	-13.243	8.191885e+04	4.927299e+04	1.909189e+05	0.019	73.178	3	15.330	29.748	8.333
run0393	MergerID000262	170.827	17.276	1.478124e+05	1.090858e+05	4.218124e+05	0.033	80.558	3	14.880	75.677	10.845
run0393	MergerID000278	3.326	9.841	1.317470e+05	7.574700e+04	1.877470e+05	0.030	48.652	3	16.910	78.084	15.068
run0393	MergerID000320	-61.110	-44.134	1.350332e+05	8.403320e+04	1.860332e+05	0.031	45.617	2	24.050	296.035	93.319
run0393	MergerID000345	-80.260	-76.805	2.361359e+05	1.321359e+05	2.726992e+05	0.053	30.560	3	14.750	35.270	8.436
run0393	MergerID000363	-8.758	-51.039	3.221916e+05	1.631916e+05	3.367310e+05	0.073	16.992	3	16.360	17.501	4.245
run0393	MergerID000364	163.605	4.881	2.582631e+05	1.322631e+05	2.736589e+05	0.058	19.451	3	16.500	36.105	8.118
run0394	MergerID000030	7.971	57.942	1.806805e+05	9.468050e+04	1.957592e+05	0.041	22.864	3	13.800	36.809	9.299
run0394	MergerID000048	-126.469	18.849	1.368485e+05	7.284850e+04	1.519517e+05	0.031	26.103	3	19.090	11.028	3.092
run0394	MergerID000049	172.859	26.539	2.000191e+05	1.000191e+05	2.064844e+05	0.045	14.433	3	22.950	9.693	2.667
run0394	MergerID000057	-164.459	62.167	2.798757e+05	1.588757e+05	3.283752e+05	0.063	32.177	3	15.150	24.703	5.905
run0394	MergerID000064	-81.705	-49.567	2.863132e+05	1.403132e+05	2.908535e+05	0.065	10.157	2	12.070	1271.687	316.624
run0394	MergerID000077	-0.259	2.981	1.585083e+05	7.450830e+04	2.425083e+05	0.036	53.635	2	13.960	1177.542	258.778
run0394	MergerID000082	145.514	22.557	2.356929e+05	1.366929e+05	2.837886e+05	0.053	34.648	3	16.310	417.326	112.924
run0394	MergerID000090	-32.485	-11.841	2.456934e+05	1.286934e+05	2.663843e+05	0.056	22.963	3	15.140	97.306	25.248
run0394	MergerID000100	169.305	-16.049	1.773990e+05	9.439900e+04	2.603990e+05	0.040	50.627	3	14.640	147.644	38.807
run0394	MergerID000112	-70.964	7.020	2.228093e+05	1.178093e+05	2.433828e+05	0.050	23.992	3	14.950	89.801	24.559
run0394	MergerID000130	-69.885	12.994	1.623501e+05	8.835010e+04	2.363501e+05	0.037	50.226	3	14.350	160.371	41.230
run0394	MergerID000153	-16.964	26.889	1.330909e+05	8.409090e+04	1.820909e+05	0.030	45.161	3	16.140	65.986	19.753
run0394	MergerID000174	-14.197	-21.149	2.056551e+05	1.236551e+05	2.564321e+05	0.047	37.714	3	17.800	26.089	6.967
run0394	MergerID000176	-80.556	0.733	1.933847e+05	9.538470e+04	1.975778e+05	0.044	11.857	3	18.800	85.247	21.435
run0394	MergerID000186	-173.710	18.602	2.917977e+05	1.537977e+05	3.191570e+05	0.066	24.167	2	13.270	782.169	199.739
run0394	MergerID000194	140.523	29.980	2.036046e+05	1.106046e+05	2.291354e+05	0.046	27.713	2	20.000	553.776	157.354
run0394	MergerID000214	149.208	39.086	2.671880e+04	1.171880e+04	4.171880e+04	0.006	54.412	3	116.310	0.361	0.105
run0394	MergerID000217	12.907	-33.140	1.464229e+05	7.742290e+04	1.614353e+05	0.033	25.212	3	26.470	4.373	1.259
run0394	MergerID000219	81.701	-46.520	1.363685e+05	7.336850e+04	1.531189e+05	0.031	27.447	3	20.460	8.142	2.306
run0394	MergerID000232	-179.595	21.488	1.950656e+05	9.606560e+04	2.940656e+05	0.044	52.522	3	15.000	46.036	7.552
run0394	MergerID000242	-133.062	-51.491	8.984384e+04	4.284384e+04	1.368438e+05	0.020	53.225	3	19.000	25.792	6.497
run0394	MergerID000251	-178.299	31.497	1.965042e+05	9.871945e+04	3.815042e+05	0.044	65.741	3	12.170	103.072	16.294
run0394	MergerID000261	86.618	-16.929	2.265264e+05	1.445264e+05	2.993724e+05	0.051	42.291	3	12.760	45.404	11.406
run0394	MergerID000295	-37.042	-25.486	3.155322e+05	1.575322e+05	3.260023e+05	0.071	14.620	2	13.610	1136.456	354.654
run0394	MergerID000299	-59.306	21.577	2.066703e+05	1.026703e+05	2.134025e+05	0.047	14.488	3	14.220	66.032	14.343
run0394	MergerID000345	29.301	-72.789	1.046482e+05	7.078680e+04	2.736482e+05	0.024	77.533	3	17.700	18.869	3.645
run0394	MergerID000358	4.730	-50.685	1.692082e+05	7.843486e+04	3.032082e+05	0.038	62.045	3	15.160	14.152	3.520
run0395	MergerID000023	29.808	-34.309	3.106792e+05	1.726792e+05	3.567521e+05	0.070	29.958	2	12.050	1679.374	502.003
run0395	MergerID000050	-75.783	33.803	2.290659e+04	1.390659e+04	2.880758e+04	0.005	38.424	3	96.220	0.416	0.122
run0395	MergerID000067	-130.382	-64.969	1.163812e+05	4.922845e+04	1.903812e+05	0.026	57.482	3	15.280	18.991	4.673
run0395	MergerID000068	-10.678	-28.023	1.591232e+05	8.453883e+04	3.271232e+05	0.036	68.164	3	12.280	85.624	12.612
run0395	MergerID000097	175.366	28.465	2.114517e+05	1.054517e+05	2.183494e+05	0.048	14.498	3	20.140	10.186	2.889
run0395	MergerID000114	8.130	-34.223	5.522941e+04	3.322941e+04	6.969245e+04	0.012	38.701	3	60.940	0.590	0.172
run0395	MergerID000136	50.192	54.335	2.083699e+05	1.323699e+05	2.744412e+05	0.047	42.038	3	12.110	55.790	12.773
run0395	MergerID000138	-153.907	19.122	1.805574e+05	8.855740e+04	1.826885e+05	0.041	8.773	3	19.700	12.588	3.460
run0395	MergerID000144	31.446	42.709	4.965347e+04	2.665347e+04	5.661747e+04	0.011	29.195	3	46.070	3.482	1.019
run0395	MergerID000209	114.384	-29.292	9.178843e+04	5.578843e+04	1.159547e+05	0.021	38.792	3	23.600	12.386	3.497
run0395	MergerID000240	165.463	50.279	2.099399e+05	9.593990e+04	3.239399e+05	0.047	54.138	2	13.630	1077.443	314.683
run0395	MergerID000252	-82.532	-13.569	1.714471e+05	8.844710e+04	1.842576e+05	0.039	21.686	3	15.340	181.878	42.381
run0395	MergerID000262	-95.362	-58.530	1.697912e+05	9.379120e+04	1.948018e+05	0.038	29.865	3	20.450	14.689	3.910
run0395	MergerID000276	-81.624	2.036	1.739879e+05	8.798790e+04	1.824836e+05	0.039	17.657	3	18.830	31.392	8.120
run0395	MergerID000279	165.397	42.575	1.103474e+05	8.530106e+04	3.303474e+05	0.025	82.104	3	20.560	80.536	19.894
run0395	MergerID000283	-169.290	-77.511	2.171806e+05	1.101806e+05	2.273542e+05	0.049	17.304	3	15.770	11.485	3.083
run0395	MergerID000293	-24.193	-54.901	1.778228e+05	7.442320e+04	2.878228e+05	0.040	56.924	3	15.440	27.926	6.618
run0395	MergerID000298	-34.907	-49.559	2.769667e+05	1.659667e+05	3.427496e+05	0.063	37.074	2	12.900	1121.965	237.743
run0395	MergerID000300	99.472	25.492	2.021823e+05	1.201823e+05	2.483558e+05	0.046	36.435	2	13.650	1033.275	234.543
run0395	MergerID000322	-145.210	9.375	1.773843e+05	9.138430e+04	1.900196e+05	0.040	21.194	3	15.040	31.187	8.233
run0395	MergerID000331	-81.572	31.142	8.994261e+04	5.115281e+04	1.979426e+05	0.020	70.973	3	14.050	29.457	7.947
run0395	MergerID000338	-160.580	36.439	3.455254e+04	1.717967e+04	6.655254e+04	0.008	65.280	3	56.790	0.521	0.153
run0395	MergerID000341	21.201	-7.830	1.542797e+05	9.027970e+04	2.182797e+05	0.035	48.009	3	13.500	52.895	12.550
run0395	MergerID000360	149.952	-14.839	2.084057e+05	1.134057e+05	2.355599e+05	0.047	28.213	3	14.320	72.953	21.615
run0395	MergerID000367	-61.076	24.269	9.304726e+04	4.029635e+04	1.560473e+05	0.021	58.697	3	16.200	46.522	11.321
run0395	MergerID000381	136.641	37.450	2.357375e+05	1.137375e+05	3.577375e+05	0.053	53.110	3	12.140	505.215	115.534
run0395	MergerID000401	-8.257	-9.475	1.885815e+05	7.771815e+04	3.005815e+05	0.043	56.102	3	14.190	113.613	22.586
run0396	MergerID000023	-3.356	-77.357	9.294908e+04	5.694908e+04	1.289491e+05	0.021	46.133	3	30.440	2.167	0.625
run0396	MergerID000044	-9.061	-30.383	2.087632e+05	1.117632e+05	2.316310e+05	0.047	26.011	3	20.810	12.245	3.312
run0396	MergerID000046	-35.812	-84.265	1.729995e+05	9.599950e+04	2.499995e+05	0.039	49.709	3	16.040	11.659	3.189
run0396	MergerID000047	1.660	-53.508	3.846818e+05	1.936818e+05	3.997120e+05	0.087	15.838	3	12.510	41.504	7.454
run0396	MergerID000056	-42.593	-65.050	1.639642e+05	9.036987e+04	3.499642e+05	0.037	69.697	2	15.700	564.386	129.514
run0396	MergerID000081	154.112	29.633	1.706318e+05	1.046318e+05	2.159227e+05	0.039	38.930	3	21.430	10.749	2.864
run0396	MergerID000084	113.348	36.881	1.110469e+05	9.722346e+04	3.760469e+05	0.025	86.059	3	13.510	267.735	73.504
run0396	MergerID000111	-90.636	-54.723	1.257938e+05	5.999913e+04	2.327938e+05	0.028	63.387	2	13.500	946.422	250.096
run0396	MergerID000122	173.376	34.045	1.484377e+05	7.343770e+04	1.518687e+05	0.034	12.237	3	30.860	3.375	0.953
run0396	MergerID000150	163.462	22.215	2.387948e+05	1.008368e+05	3.897948e+05	0.054	57.393	2	12.310	1256.672	292.415
run0396	MergerID000190	63.461	58.051	1.891143e+05	1.211143e+05	2.515885e+05	0.043	42.778	2	13.900	759.731	212.551
run0396	MergerID000195	137.925	68.174	1.412277e+05	8.322770e+04	1.992277e+05	0.032	47.728	3	21.720	9.552	2.629
run0396	MergerID000207	129.458	-18.910	1.197067e+05	5.883281e+04	2.277067e+05	0.027	64.759	3	14.600	76.179	21.415
run0396	MergerID000221	46.907	80.304	1.673661e+05	7.612131e+04	2.943661e+05	0.038	61.132	3	12.700	50.699	10.412
run0396	MergerID000282	-109.670	-80.813	2.009408e+05	1.239408e+05	2.779408e+05	0.045	45.855	3	12.390	65.043	13.096
run0396	MergerID000312	-87.545	-33.856	8.139177e+04	4.439177e+04	9.201447e+04	0.018	28.235	3	36.010	6.298	1.763
