# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	DistMin	DistMax	redshift	theta	n det	SNR	90%C.R.	50%C.R.
#
run0009	MergerID000082	-86.910	0.205	1.361158e+05	6.986039e+04	2.701158e+05	0.031	66.681	3	12.870	166.042	41.748
run0009	MergerID000112	3.648	1.418	2.285836e+05	1.455836e+05	3.006493e+05	0.052	41.935	3	13.630	315.584	60.793
run0009	MergerID000126	105.699	46.635	2.190195e+05	1.320195e+05	2.723057e+05	0.050	37.470	2	13.770	819.164	253.716
run0009	MergerID000151	100.364	-58.180	9.219543e+04	5.205800e+04	2.011954e+05	0.021	70.683	3	13.710	49.604	12.960
run0009	MergerID000152	112.006	-44.038	1.300327e+05	7.003270e+04	1.451345e+05	0.029	26.736	3	18.050	37.208	9.750
run0009	MergerID000171	-78.249	-31.882	9.586986e+04	5.686986e+04	1.175404e+05	0.022	36.269	3	30.310	10.407	2.878
run0009	MergerID000184	149.900	-80.201	2.139408e+05	1.179408e+05	2.450315e+05	0.048	29.679	3	13.440	21.586	5.496
run0009	MergerID000191	165.739	-9.142	2.787260e+05	1.357260e+05	2.799685e+05	0.063	5.403	3	13.400	152.551	30.234
run0009	MergerID000208	-27.755	-10.634	3.690847e+05	1.900847e+05	3.924670e+05	0.083	20.031	3	12.060	116.557	20.651
run0009	MergerID000215	-34.850	-23.752	1.498446e+05	7.984460e+04	1.664293e+05	0.034	26.138	3	26.900	15.690	3.263
run0009	MergerID000228	-103.079	40.153	2.475486e+05	1.535486e+05	3.168132e+05	0.056	39.834	3	12.360	33.812	8.686
run0009	MergerID000230	142.886	20.836	2.836199e+05	1.596199e+05	3.302275e+05	0.064	31.406	3	13.640	412.821	47.709
run0009	MergerID000258	136.233	1.294	2.676442e+05	1.466442e+05	3.042922e+05	0.061	28.872	3	12.120	307.591	61.029
run0009	MergerID000314	-93.764	15.091	2.385262e+05	1.215262e+05	2.519857e+05	0.054	18.941	3	14.670	27.565	7.422
run0009	MergerID000315	-36.160	-49.796	2.969231e+05	1.559231e+05	3.221388e+05	0.067	23.055	3	15.910	58.289	11.154
run0009	MergerID000322	32.451	-52.814	2.780252e+05	1.510252e+05	3.121038e+05	0.063	27.420	3	14.890	23.269	5.873
run0009	MergerID000332	-65.346	-52.482	2.875184e+05	1.525184e+05	3.155964e+05	0.065	24.638	2	13.310	727.733	189.130
run0009	MergerID000347	171.244	31.128	1.138826e+05	6.744247e+04	2.608826e+05	0.026	72.575	3	20.050	47.384	14.150
run0009	MergerID000358	153.494	56.185	1.206509e+05	5.828180e+04	2.256509e+05	0.027	63.973	3	22.150	141.218	37.562
run0009	MergerID000377	-61.646	-14.553	2.125785e+05	1.135785e+05	2.342586e+05	0.048	25.149	3	15.450	103.600	28.454
run0009	MergerID000401	-84.345	-6.666	9.172854e+04	5.672854e+04	1.172152e+05	0.021	39.713	3	27.070	24.164	7.090
run0009	MergerID000420	-156.118	24.309	2.616527e+05	1.586527e+05	3.281489e+05	0.059	38.196	3	13.930	34.588	8.044
run0009	MergerID000431	128.992	18.885	2.025957e+05	1.075957e+05	2.236756e+05	0.046	25.388	3	18.570	29.360	7.382
run0009	MergerID000438	158.246	1.637	3.649828e+05	1.829828e+05	3.782957e+05	0.083	15.314	3	12.050	287.868	44.243
run0009	MergerID000440	139.427	29.766	1.150794e+05	7.207940e+04	1.502055e+05	0.026	41.358	3	29.520	8.608	2.328
run0010	MergerID000015	-137.763	30.475	2.460067e+05	1.350067e+05	2.796266e+05	0.056	28.846	3	14.070	17.078	4.579
run0010	MergerID000051	26.108	42.580	1.836299e+05	8.962990e+04	1.868234e+05	0.042	10.632	3	15.630	53.321	14.871
run0010	MergerID000052	133.421	28.521	8.252734e+04	4.752734e+04	9.915246e+04	0.019	34.448	3	42.110	4.424	1.243
run0010	MergerID000079	-169.278	43.393	2.048561e+05	1.278561e+05	2.646690e+05	0.046	40.575	3	15.210	30.238	7.842
run0010	MergerID000085	74.487	6.279	1.726120e+05	9.361200e+04	1.934118e+05	0.039	27.202	3	12.200	78.225	21.350
run0010	MergerID000126	141.413	20.848	2.301525e+05	1.431525e+05	2.961616e+05	0.052	40.263	2	14.640	1027.505	342.484
run0010	MergerID000157	82.090	-28.069	2.360378e+05	1.230378e+05	2.547893e+05	0.053	22.332	3	13.600	46.853	12.435
run0010	MergerID000160	167.527	1.444	1.132417e+05	4.690389e+04	1.822417e+05	0.026	56.371	3	24.030	27.050	6.935
run0010	MergerID000183	33.739	-53.455	3.120048e+05	2.020048e+05	4.220048e+05	0.071	44.085	3	12.050	56.115	12.277
run0010	MergerID000206	-175.066	39.088	1.391296e+05	6.476545e+04	2.511296e+05	0.031	62.246	3	17.600	13.473	3.547
run0010	MergerID000301	130.226	-28.971	7.887541e+04	4.087541e+04	1.168754e+05	0.018	51.069	3	21.490	12.993	3.740
run0010	MergerID000308	-77.100	-24.456	1.878896e+05	1.008896e+05	2.085719e+05	0.042	26.071	3	16.460	60.537	14.550
run0010	MergerID000325	-53.594	-29.188	2.173259e+05	1.183259e+05	2.446826e+05	0.049	27.763	3	17.580	177.501	39.771
run0010	MergerID000350	80.821	74.239	1.693796e+05	9.037960e+04	2.483796e+05	0.038	50.802	3	14.320	30.092	7.416
run0010	MergerID000354	-104.149	-3.308	1.590228e+05	9.702280e+04	2.210228e+05	0.036	46.301	3	12.750	40.712	11.019
run0010	MergerID000358	177.947	86.647	2.670472e+05	1.370472e+05	2.838359e+05	0.060	19.957	3	14.070	20.333	5.210
run0010	MergerID000368	-8.416	-42.392	2.606450e+05	1.346450e+05	2.780081e+05	0.059	20.522	3	16.380	17.189	4.326
run0010	MergerID000388	49.105	13.671	8.841431e+04	4.641431e+04	9.644277e+04	0.020	23.802	3	17.170	7.636	2.165
run0010	MergerID000395	-42.094	-45.228	7.179440e+04	6.337249e+04	2.457944e+05	0.016	86.309	2	22.930	523.719	146.732
run0010	MergerID000425	175.793	-29.053	8.915305e+04	4.815305e+04	1.011333e+05	0.020	28.621	3	27.770	16.102	4.461
run0010	MergerID000431	-10.837	9.246	1.047288e+05	5.572880e+04	1.157160e+05	0.024	25.487	3	30.550	16.259	4.736
run0010	MergerID000433	-56.586	-63.496	1.288723e+05	6.345544e+04	2.458723e+05	0.029	64.843	3	18.300	31.580	5.632
run0010	MergerID000436	-120.006	-38.279	2.053466e+05	1.053466e+05	2.173110e+05	0.046	19.237	3	12.060	79.943	24.185
run0010	MergerID000489	48.442	32.679	5.972029e+04	4.604191e+04	1.787203e+05	0.014	82.016	3	15.320	38.411	8.440
run0011	MergerID000001	-49.592	25.105	1.401582e+05	6.815820e+04	1.409133e+05	0.032	5.938	3	18.580	18.352	5.230
run0011	MergerID000004	155.688	24.100	4.592612e+05	2.382612e+05	4.923908e+05	0.104	21.323	3	12.460	681.284	183.399
run0011	MergerID000009	-7.987	-68.561	1.060133e+05	6.601330e+04	1.366092e+05	0.024	40.372	3	27.960	2.979	0.865
run0011	MergerID000055	-125.189	60.323	1.034411e+05	4.502745e+04	1.744411e+05	0.023	58.957	3	20.810	4.562	1.282
run0011	MergerID000084	-4.356	32.898	9.556442e+04	4.256442e+04	1.485644e+05	0.022	54.318	3	17.530	69.993	13.930
run0011	MergerID000087	148.573	39.451	1.691419e+05	1.259389e+05	4.831419e+05	0.038	80.857	2	13.310	1192.112	382.508
run0011	MergerID000139	-76.352	-12.889	2.352633e+05	1.142633e+05	2.361654e+05	0.053	5.012	3	15.180	113.039	31.451
run0011	MergerID000154	-67.056	-80.763	2.163140e+05	1.403140e+05	2.912315e+05	0.049	43.642	3	13.630	43.847	10.887
run0011	MergerID000191	-43.806	-53.207	2.923712e+05	1.543712e+05	3.200959e+05	0.066	24.297	2	14.530	982.288	246.818
run0011	MergerID000206	-1.208	-53.616	2.377111e+05	1.277111e+05	2.640935e+05	0.054	26.172	3	16.100	17.042	4.288
run0011	MergerID000218	-7.035	77.302	1.963360e+05	1.123360e+05	2.803360e+05	0.044	48.611	3	12.610	28.541	7.606
run0011	MergerID000242	-12.746	-21.731	2.653361e+05	1.353361e+05	2.791833e+05	0.060	18.237	2	16.810	704.954	151.112
run0011	MergerID000245	50.846	60.222	2.014427e+05	1.224427e+05	2.804427e+05	0.046	46.622	3	12.640	78.199	18.960
run0011	MergerID000252	69.936	-73.271	2.022806e+05	1.252806e+05	2.599336e+05	0.046	40.154	3	13.200	38.870	7.596
run0011	MergerID000266	77.814	40.329	1.629113e+05	8.091130e+04	1.687416e+05	0.037	15.172	3	16.140	38.837	10.894
run0011	MergerID000278	-72.359	-17.969	2.006799e+05	1.196799e+05	2.480798e+05	0.045	36.983	3	14.570	112.144	23.700
run0011	MergerID000326	116.663	17.972	1.157631e+05	6.976310e+04	1.617631e+05	0.026	46.850	3	23.270	34.020	8.965
run0011	MergerID000388	16.647	-7.085	2.774853e+05	1.434853e+05	2.974670e+05	0.063	21.305	3	12.500	126.901	27.428
run0011	MergerID000392	9.719	-64.361	2.842060e+05	1.662060e+05	3.430700e+05	0.064	34.880	3	15.430	18.782	3.696
run0011	MergerID000409	-172.067	44.910	1.357889e+05	7.578890e+04	1.575338e+05	0.031	31.036	3	28.320	2.676	0.759
run0011	MergerID000425	148.751	26.288	2.644961e+05	1.354961e+05	2.813219e+05	0.060	20.071	2	15.700	892.117	289.242
run0011	MergerID000434	129.954	44.824	1.533938e+05	8.537296e+04	3.303938e+05	0.035	70.097	2	15.430	754.236	143.991
run0011	MergerID000448	99.316	-82.158	2.126707e+05	1.106707e+05	2.286793e+05	0.048	21.763	3	15.660	10.905	2.979
run0011	MergerID000450	-5.755	-40.838	1.874509e+05	9.245090e+04	1.914346e+05	0.042	11.740	3	24.020	5.728	1.595
run0011	MergerID000457	-90.205	22.543	3.163025e+05	1.673025e+05	3.459516e+05	0.072	24.164	3	12.070	44.427	11.278
run0011	MergerID000467	-166.894	10.191	1.732175e+05	9.621750e+04	1.984801e+05	0.039	29.728	3	18.520	17.292	4.591
run0011	MergerID000469	-165.373	58.038	1.476140e+05	6.141182e+04	2.376140e+05	0.033	56.607	3	16.320	17.722	4.188
run0012	MergerID000017	13.931	-48.326	2.808591e+05	1.398591e+05	2.900467e+05	0.064	14.518	3	15.560	14.518	3.867
run0012	MergerID000019	163.499	40.895	2.014094e+05	9.949618e+04	3.854094e+05	0.046	64.990	3	15.940	398.979	93.962
run0012	MergerID000069	-6.169	-32.487	3.661260e+05	1.821260e+05	3.760006e+05	0.083	13.204	2	13.280	1179.627	349.985
run0012	MergerID000086	92.561	25.626	1.481080e+05	7.810800e+04	1.615391e+05	0.033	23.787	3	20.580	37.852	9.096
run0012	MergerID000121	-60.942	-59.375	2.297110e+05	1.367110e+05	2.836305e+05	0.052	36.881	2	15.820	598.495	126.471
run0012	MergerID000122	-14.452	-38.991	2.778317e+05	1.418317e+05	4.138317e+05	0.063	51.834	3	12.600	207.384	15.248
run0012	MergerID000127	126.305	27.648	2.715933e+05	1.455933e+05	3.009731e+05	0.061	25.858	2	13.950	1156.442	363.362
run0012	MergerID000129	-84.051	58.602	1.450307e+05	8.303070e+04	1.724511e+05	0.033	33.476	3	17.360	25.037	7.192
run0012	MergerID000139	111.555	-19.129	1.263883e+05	5.338830e+04	1.993883e+05	0.029	55.504	3	15.450	46.971	13.084
run0012	MergerID000140	-91.439	-14.934	1.827959e+05	1.137959e+05	2.357939e+05	0.041	40.452	3	12.540	112.069	30.690
run0012	MergerID000194	-12.419	-25.893	2.098109e+05	1.248109e+05	2.948109e+05	0.047	47.336	2	14.560	895.146	233.743
run0012	MergerID000211	-51.083	2.876	1.670339e+05	7.073815e+04	2.740339e+05	0.038	57.544	3	13.920	105.095	28.838
run0012	MergerID000213	-114.672	56.020	9.332033e+04	5.632033e+04	1.162783e+05	0.021	37.654	3	30.160	2.097	0.625
run0012	MergerID000238	91.193	-21.939	2.734210e+05	1.404210e+05	2.904254e+05	0.062	19.853	3	12.750	42.458	11.012
run0012	MergerID000260	-21.376	13.822	2.030984e+05	1.130984e+05	2.335605e+05	0.046	30.115	2	13.680	1115.841	242.726
run0012	MergerID000261	-153.862	15.708	1.655372e+05	8.053720e+04	1.678726e+05	0.037	9.585	3	19.700	11.003	3.036
run0012	MergerID000265	176.507	66.576	2.596633e+05	1.266633e+05	2.628547e+05	0.059	8.951	2	15.390	825.013	167.951
run0012	MergerID000266	-117.455	4.641	6.415306e+04	2.890449e+04	1.121531e+05	0.015	60.673	3	18.160	10.812	3.045
run0012	MergerID000268	81.539	63.461	1.532433e+05	8.824330e+04	2.182433e+05	0.035	48.305	3	15.600	25.376	6.237
run0012	MergerID000306	164.081	16.039	3.081910e+05	1.511910e+05	3.132834e+05	0.070	10.366	3	14.080	329.623	47.525
run0012	MergerID000323	-40.598	-17.928	1.459934e+05	8.099340e+04	2.109934e+05	0.033	49.467	3	19.750	29.180	6.226
run0012	MergerID000350	-83.038	11.531	1.236113e+05	7.561130e+04	1.575085e+05	0.028	39.487	3	19.760	15.611	4.286
run0012	MergerID000393	-52.637	-24.822	3.326462e+05	1.706462e+05	3.529068e+05	0.075	19.654	2	12.660	1101.783	214.872
run0012	MergerID000409	145.700	34.528	1.461024e+05	7.110240e+04	2.211024e+05	0.033	52.811	3	20.420	229.144	41.768
run0012	MergerID000422	155.986	11.206	2.630975e+05	1.640975e+05	3.400076e+05	0.060	40.596	3	13.160	73.678	17.346
run0012	MergerID000440	63.940	-26.933	1.466463e+05	7.864630e+04	2.146463e+05	0.033	50.482	3	16.200	11.317	3.146
run0012	MergerID000442	83.133	-29.375	7.847983e+04	4.365206e+04	1.694798e+05	0.018	70.072	3	21.190	6.847	1.933
run0012	MergerID000447	49.159	-36.106	2.698214e+05	1.348214e+05	2.781416e+05	0.061	14.103	3	13.300	24.317	6.578
run0012	MergerID000474	-103.742	-74.604	2.155329e+05	1.225329e+05	2.526867e+05	0.049	32.100	3	13.840	25.536	6.524
run0012	MergerID000486	-57.257	-22.876	2.328193e+05	1.278193e+05	2.640957e+05	0.053	28.617	2	16.300	840.212	203.568
run0013	MergerID000022	29.472	78.989	9.344504e+04	4.776354e+04	1.854450e+05	0.021	66.502	3	18.180	9.276	2.606
run0013	MergerID000037	176.658	24.358	2.336045e+05	1.352242e+05	4.836045e+05	0.053	71.678	2	12.270	1558.516	374.850
run0013	MergerID000038	-74.160	-22.977	2.515066e+05	1.465066e+05	3.034882e+05	0.057	34.847	2	13.980	974.774	206.217
run0013	MergerID000072	127.040	2.736	1.700328e+05	7.525165e+04	2.910328e+05	0.038	59.790	3	14.800	127.015	38.693
run0013	MergerID000073	115.241	24.208	2.253427e+05	1.133427e+05	2.351263e+05	0.051	16.675	3	15.280	146.709	33.791
run0013	MergerID000109	93.374	20.356	1.556802e+05	9.068020e+04	2.206802e+05	0.035	48.107	3	14.410	105.672	27.756
run0013	MergerID000111	122.922	51.456	1.975528e+05	1.015528e+05	2.113238e+05	0.045	20.975	2	18.040	521.503	100.046
run0013	MergerID000136	-72.390	5.909	2.874985e+05	1.474985e+05	3.043703e+05	0.065	19.304	3	12.540	162.053	29.880
run0013	MergerID000153	139.055	15.901	2.331883e+05	1.331883e+05	2.757678e+05	0.053	32.952	2	15.550	864.512	256.706
run0013	MergerID000188	-174.910	15.356	7.925827e+04	4.190922e+04	1.622583e+05	0.018	67.963	3	25.140	7.504	2.042
run0013	MergerID000200	-107.004	0.228	1.068258e+05	6.382580e+04	1.319038e+05	0.024	36.883	3	21.190	9.676	2.717
run0013	MergerID000235	-168.048	-27.149	1.955925e+05	1.055925e+05	2.194382e+05	0.044	27.351	2	12.390	1096.065	292.756
run0013	MergerID000248	-160.737	11.345	2.641148e+05	1.401148e+05	2.890732e+05	0.060	24.257	2	12.300	1108.523	266.843
run0013	MergerID000285	152.081	30.960	3.321351e+05	1.761351e+05	4.881351e+05	0.075	52.190	3	12.660	665.665	184.658
run0013	MergerID000294	-164.653	-26.531	1.982750e+05	1.032750e+05	2.131100e+05	0.045	21.700	2	13.100	849.588	254.070
run0013	MergerID000310	79.654	-31.946	9.921096e+04	8.294908e+04	3.212110e+05	0.022	84.627	3	13.260	67.006	16.310
run0013	MergerID000321	154.632	-15.276	1.091293e+05	5.312930e+04	1.114174e+05	0.025	11.662	3	28.250	23.294	6.535
run0013	MergerID000338	100.354	-68.000	8.853093e+04	4.953093e+04	1.039363e+05	0.020	32.238	3	28.070	3.988	1.197
run0013	MergerID000344	-86.142	-55.986	7.183736e+04	4.383736e+04	9.044584e+04	0.016	38.517	3	39.350	3.234	0.947
run0013	MergerID000357	-138.022	48.534	2.166437e+05	1.176437e+05	3.156437e+05	0.049	50.207	3	12.140	33.269	6.073
run0013	MergerID000369	120.036	35.593	1.518565e+05	9.685650e+04	2.014751e+05	0.034	42.579	2	18.970	387.898	87.942
run0013	MergerID000374	-106.670	-65.382	1.754187e+05	1.134187e+05	2.352110e+05	0.040	43.349	3	16.600	18.905	4.622
run0013	MergerID000375	166.109	-12.533	9.368740e+04	5.868740e+04	1.215100e+05	0.021	40.873	3	30.000	21.907	6.264
run0013	MergerID000376	141.730	41.173	2.363108e+05	1.403108e+05	2.907232e+05	0.053	36.568	2	15.690	815.098	203.621
run0013	MergerID000379	-119.220	20.759	1.797327e+05	8.973270e+04	1.859014e+05	0.041	14.864	3	18.130	8.245	2.320
run0013	MergerID000381	-170.964	-8.260	2.290063e+05	1.240063e+05	2.570962e+05	0.052	27.429	2	12.740	888.458	244.300
run0013	MergerID000415	-80.110	-24.064	1.860834e+05	9.508340e+04	2.770834e+05	0.042	51.745	3	12.400	273.016	57.859
run0013	MergerID000423	119.666	-30.252	6.708844e+04	5.282224e+04	2.050884e+05	0.015	82.705	3	19.250	22.893	6.114
run0014	MergerID000015	-82.232	-1.319	2.597451e+05	1.327451e+05	2.753398e+05	0.059	19.518	3	14.270	159.853	45.886
run0014	MergerID000030	-31.965	-40.759	1.160808e+05	5.008080e+04	1.820808e+05	0.026	55.088	3	24.150	50.259	12.304
run0014	MergerID000038	-161.231	62.978	2.336043e+05	1.476043e+05	3.061775e+05	0.053	41.672	3	14.850	26.708	7.058
run0014	MergerID000050	-76.647	-3.606	7.040083e+04	4.340083e+04	8.959764e+04	0.016	39.390	3	36.990	10.634	3.172
run0014	MergerID000061	159.741	71.957	2.389272e+05	1.409272e+05	2.907474e+05	0.054	35.607	3	15.310	125.809	11.397
run0014	MergerID000064	-95.594	67.007	2.139543e+05	1.109543e+05	2.288672e+05	0.048	20.974	3	12.600	21.990	5.926
run0014	MergerID000083	176.910	24.423	1.963896e+05	1.243896e+05	2.580364e+05	0.044	41.857	3	17.990	13.065	3.556
run0014	MergerID000087	95.223	27.222	1.956970e+05	9.869700e+04	2.053912e+05	0.044	17.781	3	15.740	77.723	17.776
run0014	MergerID000094	-34.573	-68.248	9.502588e+04	6.263228e+04	2.420259e+05	0.021	76.600	3	21.360	79.831	16.691
run0014	MergerID000131	127.868	14.279	2.016152e+05	1.296152e+05	2.690331e+05	0.046	42.999	2	14.910	932.875	252.850
run0014	MergerID000177	-43.615	-40.956	1.819910e+05	9.133973e+04	3.529910e+05	0.041	65.698	2	13.270	1349.951	453.323
run0014	MergerID000183	165.305	18.566	2.478877e+05	1.348877e+05	2.798774e+05	0.056	28.087	3	16.100	36.136	7.716
run0014	MergerID000187	-69.858	-14.628	1.549309e+05	9.126247e+04	3.529309e+05	0.035	72.366	2	12.340	1448.437	343.035
run0014	MergerID000190	-51.391	-30.940	2.921222e+05	1.461222e+05	3.028031e+05	0.066	15.332	2	15.240	879.435	205.994
run0014	MergerID000195	-175.569	-15.668	9.539283e+04	4.939283e+04	1.035323e+05	0.022	23.107	3	30.630	19.451	5.109
run0014	MergerID000232	-33.939	42.666	1.483831e+05	9.538310e+04	1.969686e+05	0.034	42.617	2	12.480	67.802	16.088
run0014	MergerID000241	-100.440	-55.760	1.620147e+05	9.501470e+04	1.977603e+05	0.037	35.880	3	15.850	42.570	10.810
run0014	MergerID000243	-160.508	-68.274	2.474005e+05	1.304005e+05	2.690427e+05	0.056	23.383	3	12.350	126.632	33.382
run0014	MergerID000258	140.308	-78.693	1.224141e+05	6.541410e+04	1.794141e+05	0.028	50.753	3	17.340	9.481	2.743
run0014	MergerID000295	169.165	4.991	2.930258e+05	1.700258e+05	3.507283e+05	0.066	34.097	3	13.250	109.305	21.622
run0014	MergerID000345	-6.858	-38.046	1.372626e+05	8.126260e+04	1.932626e+05	0.031	47.351	3	24.380	5.448	1.515
run0014	MergerID000391	36.458	-4.882	9.878675e+04	5.578675e+04	1.417867e+05	0.022	48.911	3	17.100	34.777	8.999
run0014	MergerID000427	-155.575	42.948	1.860953e+05	1.140953e+05	2.366179e+05	0.042	39.315	3	18.320	6.987	1.933
run0014	MergerID000445	126.930	54.906	1.452928e+05	6.728554e+04	2.602928e+05	0.033	62.000	3	18.450	127.225	35.654
run0014	MergerID000458	94.444	69.121	2.160311e+05	1.100311e+05	2.279991e+05	0.049	18.773	3	14.790	35.927	8.362
run0014	MergerID000463	-52.870	-26.839	3.338633e+05	1.708633e+05	3.531926e+05	0.076	19.178	3	13.150	205.850	32.480
run0014	MergerID000469	86.132	-26.012	2.002645e+05	1.032645e+05	2.143884e+05	0.045	21.093	3	15.560	18.027	5.023
run0015	MergerID000018	140.357	33.456	3.185790e+05	1.665790e+05	3.443929e+05	0.072	22.544	2	14.200	996.622	275.708
run0015	MergerID000037	-55.834	-20.112	2.069717e+05	1.159717e+05	2.401365e+05	0.047	31.045	2	15.800	864.695	238.268
run0015	MergerID000051	-24.347	-11.640	2.642582e+05	1.292582e+05	2.685603e+05	0.060	10.290	3	16.460	31.581	8.345
run0015	MergerID000074	148.534	15.213	3.499771e+05	1.739771e+05	3.595649e+05	0.079	13.306	2	12.220	1325.979	377.997
run0015	MergerID000088	143.583	71.543	2.441018e+05	1.401018e+05	3.481018e+05	0.055	48.571	2	12.480	843.726	194.769
run0015	MergerID000091	113.508	3.671	2.563924e+05	1.513924e+05	3.127699e+05	0.058	35.826	3	12.930	143.280	37.949
run0015	MergerID000144	-94.360	-51.793	1.863209e+05	1.103209e+05	2.279117e+05	0.042	36.067	2	15.000	578.155	143.178
run0015	MergerID000154	-18.652	-51.990	2.695676e+05	1.685676e+05	3.487295e+05	0.061	40.676	2	13.850	1178.735	394.101
run0015	MergerID000188	-132.914	-52.780	2.315601e+05	1.245601e+05	2.579414e+05	0.052	26.496	3	13.060	96.211	22.228
run0015	MergerID000191	-0.659	26.267	1.068385e+05	6.783850e+04	1.409407e+05	0.024	42.157	3	20.190	42.293	11.294
run0015	MergerID000192	-48.734	-21.434	2.546497e+05	1.306497e+05	2.698495e+05	0.058	19.463	2	15.800	817.511	218.439
run0015	MergerID000265	37.744	23.972	1.005389e+05	5.253890e+04	1.098770e+05	0.023	24.059	3	16.810	32.347	8.546
run0015	MergerID000270	-179.937	23.579	8.811769e+04	5.211769e+04	1.076445e+05	0.020	35.950	3	40.230	2.400	0.727
run0015	MergerID000285	-12.263	20.230	9.739118e+04	4.842871e+04	1.873912e+05	0.022	65.285	3	15.560	97.784	31.746
run0015	MergerID000314	-57.284	-15.801	2.825860e+05	1.615860e+05	3.335667e+05	0.064	32.772	2	12.380	1721.077	341.540
run0015	MergerID000368	32.464	16.706	8.820990e+04	5.720990e+04	1.189032e+05	0.020	43.728	3	15.060	32.744	8.272
run0015	MergerID000369	-18.638	-52.427	3.097177e+05	1.587177e+05	3.292720e+05	0.070	19.998	2	14.320	948.874	245.821
run0015	MergerID000384	66.982	68.865	1.636823e+05	8.768230e+04	2.396823e+05	0.037	50.622	3	14.740	39.162	10.339
run0015	MergerID000386	-23.874	-43.926	2.356502e+05	1.486502e+05	3.073762e+05	0.053	41.308	3	13.340	95.250	14.553
run0015	MergerID000407	-133.719	42.096	9.853941e+04	4.718176e+04	1.825394e+05	0.022	63.566	3	21.080	5.067	1.413
run0015	MergerID000430	-43.143	39.207	1.614590e+05	8.245900e+04	1.706524e+05	0.037	19.024	3	14.860	53.341	13.357
run0015	MergerID000433	28.803	-41.768	2.236110e+05	1.416110e+05	2.929357e+05	0.051	41.635	3	14.290	16.324	4.330
run0015	MergerID000444	-152.776	40.772	2.199278e+05	1.369278e+05	2.831603e+05	0.050	40.306	3	13.180	22.905	5.966
run0015	MergerID000450	166.822	48.723	2.062950e+05	1.242950e+05	2.882950e+05	0.047	47.017	2	15.870	944.835	326.433
run0015	MergerID000462	172.594	25.700	3.492104e+05	1.772104e+05	3.657207e+05	0.079	17.382	3	12.610	41.714	9.445
run0015	MergerID000487	-91.734	-25.711	1.100155e+05	6.101550e+04	1.271158e+05	0.025	30.614	3	22.360	27.348	7.572
run0015	MergerID000488	-174.358	7.433	2.610461e+05	1.470461e+05	3.040964e+05	0.059	31.457	3	14.070	73.078	14.566
run0015	MergerID000495	21.581	15.823	7.907216e+04	4.407216e+04	1.140722e+05	0.018	49.244	2	20.850	252.824	68.402
run0015	MergerID000502	-68.265	-15.727	1.671668e+05	9.516680e+04	2.391668e+05	0.038	48.699	3	15.950	101.814	25.215
run0015	MergerID000511	117.589	25.648	2.486254e+05	1.226254e+05	2.530726e+05	0.056	10.781	2	14.820	585.919	140.424
run0016	MergerID000009	159.353	22.278	2.541633e+05	1.321633e+05	2.734422e+05	0.057	21.843	3	16.410	188.803	15.038
run0016	MergerID000020	33.832	71.674	1.782332e+05	7.744049e+04	3.002332e+05	0.040	58.863	3	12.380	44.878	11.141
run0016	MergerID000038	6.275	-52.866	2.689959e+05	1.679959e+05	3.475316e+05	0.061	40.574	3	13.280	48.446	7.022
run0016	MergerID000043	87.952	56.978	1.743351e+05	9.033510e+04	1.879537e+05	0.039	22.153	3	18.720	19.472	4.989
