# Simulated BNS merger with GW detection; this is based on Patricelli et al . 2016, 2018
#run	MergerID	RA	Dec	Distance	redshift	theta	n det	SNR	90%C.R.	50%C.R.
# 
run0184	MergerID000064	80.628	-18.901	8.623055e+04	0.020	45.547	3	25.600	5.105	1.511
run0184	MergerID000075	35.884	-27.917	1.573275e+05	0.036	51.156	3	15.440	12.662	3.570
run0184	MergerID000083	173.579	51.670	3.045971e+05	0.069	17.561	2	13.710	1391.077	474.201
run0184	MergerID000105	-141.106	58.013	1.147433e+05	0.026	55.944	3	20.310	6.350	1.381
run0184	MergerID000117	164.365	46.614	3.459287e+05	0.078	24.636	2	12.280	1412.793	378.836
run0184	MergerID000131	-113.571	13.099	1.352333e+05	0.031	60.222	3	14.180	19.791	5.516
run0184	MergerID000143	-122.154	40.059	2.405987e+05	0.054	10.684	3	15.010	12.475	3.416
run0184	MergerID000144	-147.319	-27.537	9.573623e+04	0.022	69.028	2	12.370	929.806	219.344
run0184	MergerID000152	7.672	-15.925	2.809531e+05	0.064	23.047	2	13.570	739.234	180.265
run0184	MergerID000167	-64.326	34.271	1.024478e+05	0.023	56.532	3	14.300	144.355	33.155
run0184	MergerID000173	-50.809	-52.534	2.746838e+05	0.062	28.167	2	16.520	847.123	208.368
run0184	MergerID000181	19.676	-24.667	2.772706e+05	0.063	27.962	3	14.600	21.683	5.430
run0184	MergerID000199	-48.922	-73.229	2.627225e+05	0.059	30.115	3	13.270	209.010	34.329
run0184	MergerID000212	28.506	-70.125	1.786697e+05	0.040	39.373	3	17.920	11.709	2.474
run0184	MergerID000218	-170.450	-29.037	1.508097e+05	0.034	60.163	2	12.330	1044.921	293.438
run0184	MergerID000219	146.624	-1.564	1.043914e+05	0.024	59.306	3	22.330	18.801	5.147
run0184	MergerID000225	-31.649	-56.996	2.255124e+05	0.051	48.940	3	14.390	141.329	21.140
run0184	MergerID000254	-61.940	-40.968	3.654369e+05	0.083	17.025	2	12.940	931.485	245.952
run0184	MergerID000271	178.446	-29.442	1.875821e+05	0.042	47.717	2	12.340	1040.829	287.458
run0184	MergerID000344	118.202	60.181	2.447309e+05	0.055	43.189	2	13.570	788.543	249.336
run0184	MergerID000351	-46.421	-24.497	2.235590e+05	0.051	32.290	2	17.100	880.157	259.643
run0184	MergerID000387	-25.250	28.360	1.395811e+05	0.032	32.396	3	16.150	39.171	9.379
run0184	MergerID000390	-58.301	-30.384	2.253202e+05	0.051	45.969	2	14.570	817.892	155.715
run0184	MergerID000391	-4.348	-38.297	4.987602e+04	0.011	83.069	3	16.800	37.850	10.349
run0184	MergerID000412	150.465	30.983	3.200068e+05	0.072	21.811	2	13.060	1435.822	494.973
run0184	MergerID000413	39.338	67.508	2.639393e+05	0.060	11.517	3	12.100	49.204	11.865
run0184	MergerID000432	52.569	20.801	7.208869e+04	0.016	52.977	3	15.920	11.997	3.524
run0184	MergerID000441	-14.688	-59.027	3.633209e+05	0.082	11.525	3	13.570	45.102	10.688
run0185	MergerID000004	76.785	53.941	5.535976e+04	0.013	73.145	3	20.700	14.859	3.951
run0185	MergerID000022	135.420	25.185	1.773140e+05	0.040	89.772	3	14.720	442.282	90.644
run0185	MergerID000044	-168.293	28.559	2.676797e+05	0.061	11.141	3	16.340	13.222	3.469
run0185	MergerID000066	-45.273	-29.217	2.244578e+05	0.051	39.421	2	15.900	888.655	295.536
run0185	MergerID000071	19.681	-12.509	6.631494e+04	0.015	41.911	3	38.320	3.063	0.879
run0185	MergerID000095	42.734	-20.747	1.754678e+05	0.040	5.872	3	18.740	8.648	2.397
run0185	MergerID000142	149.908	5.836	2.615642e+05	0.059	24.397	3	14.830	126.163	29.667
run0185	MergerID000150	-150.899	35.917	1.005898e+05	0.023	61.883	3	20.140	5.829	1.639
run0185	MergerID000153	103.651	22.121	1.931939e+05	0.044	42.251	3	12.460	318.446	74.920
run0185	MergerID000164	-10.748	-51.788	2.474225e+05	0.056	47.998	3	13.640	555.193	104.958
run0185	MergerID000190	161.303	63.308	3.038108e+05	0.069	40.394	2	12.580	1243.230	323.639
run0185	MergerID000202	-107.205	27.605	6.562018e+04	0.015	62.111	3	25.170	3.941	1.127
run0185	MergerID000222	-85.314	-16.315	2.035759e+05	0.046	24.233	3	14.080	87.228	26.080
run0185	MergerID000242	89.364	-73.490	5.416993e+04	0.012	74.734	3	22.340	8.565	1.926
run0185	MergerID000245	-33.146	-53.883	1.331258e+05	0.030	85.890	2	12.240	1275.136	332.308
run0185	MergerID000256	58.026	-67.393	8.382119e+04	0.019	68.980	3	20.610	8.366	1.851
run0185	MergerID000277	20.738	-50.150	9.716155e+04	0.022	81.637	3	14.470	34.327	5.786
run0185	MergerID000279	31.418	-41.565	1.499347e+05	0.034	69.215	3	12.390	62.062	14.973
run0185	MergerID000281	-14.498	-45.707	2.392589e+05	0.054	12.400	3	18.980	19.024	4.919
run0185	MergerID000288	-128.173	-77.649	1.728682e+05	0.039	52.304	3	15.040	18.660	4.937
run0185	MergerID000290	-162.703	73.614	1.787024e+05	0.040	15.836	3	21.270	7.848	1.796
run0185	MergerID000321	39.728	32.696	1.482607e+05	0.034	30.283	2	12.040	1159.589	319.351
run0185	MergerID000344	74.222	-36.885	1.244780e+05	0.028	45.961	3	18.430	11.069	3.079
run0185	MergerID000370	-3.582	-3.462	1.954270e+05	0.044	34.741	2	17.580	487.171	163.570
run0185	MergerID000376	151.299	46.481	2.759811e+05	0.062	28.482	2	13.920	996.622	259.932
run0185	MergerID000401	-73.909	16.485	9.753440e+04	0.022	43.447	3	24.430	8.718	2.438
run0185	MergerID000420	-162.919	-64.414	1.448147e+05	0.033	39.187	3	15.760	18.292	4.623
run0185	MergerID000437	148.672	36.392	4.362754e+05	0.099	14.300	2	12.120	2005.335	641.378
run0185	MergerID000441	141.983	41.387	2.394914e+05	0.054	35.788	2	15.190	1207.167	369.289
run0185	MergerID000448	157.674	30.513	4.007081e+05	0.091	33.195	3	13.070	595.741	152.410
run0185	MergerID000449	176.955	21.438	2.151924e+05	0.049	3.993	3	17.220	18.608	4.911
run0185	MergerID000450	-70.549	-58.426	1.315961e+05	0.030	76.098	2	14.280	679.775	161.328
run0185	MergerID000461	161.750	31.342	2.946181e+05	0.067	23.391	3	15.230	32.126	7.519
run0185	MergerID000471	13.589	68.772	6.247357e+04	0.014	39.259	3	37.570	1.649	0.481
run0185	MergerID000473	-33.476	-60.257	1.616754e+05	0.037	61.928	2	14.660	1005.172	239.369
run0185	MergerID000476	75.297	89.772	1.992908e+05	0.045	41.811	3	13.870	14.382	3.872
run0186	MergerID000043	113.476	-16.395	1.090167e+05	0.025	86.541	3	14.150	58.210	14.838
run0186	MergerID000067	-121.726	-34.578	8.636112e+04	0.020	54.154	3	15.470	35.962	10.321
run0186	MergerID000088	-32.074	-11.710	3.055064e+05	0.069	28.621	3	13.250	78.582	17.537
run0186	MergerID000089	-171.005	-8.911	1.992692e+05	0.045	40.462	2	13.640	847.608	243.054
run0186	MergerID000095	-168.639	35.446	3.274178e+05	0.074	17.342	3	17.040	13.134	3.424
run0186	MergerID000138	127.326	79.225	1.693106e+05	0.038	58.201	3	13.350	27.892	6.173
run0186	MergerID000151	62.069	-12.237	5.344345e+04	0.012	83.941	3	19.690	8.381	2.282
run0186	MergerID000196	-110.765	-18.462	1.193475e+05	0.027	41.144	2	12.820	119.026	23.962
run0186	MergerID000234	-6.685	-29.713	1.871512e+05	0.042	35.668	3	19.040	17.227	4.687
run0186	MergerID000247	-13.638	-14.772	2.459137e+05	0.056	34.825	3	13.740	291.533	32.362
run0186	MergerID000296	130.675	1.716	1.184142e+05	0.027	49.369	3	23.340	27.071	7.804
run0186	MergerID000301	-59.904	-26.485	2.531492e+05	0.057	27.170	2	13.050	1208.360	276.810
run0186	MergerID000310	-17.767	-31.899	3.708481e+05	0.084	23.391	3	12.840	366.569	18.062
run0186	MergerID000319	129.196	16.300	2.434615e+05	0.055	25.141	2	13.500	1430.524	417.654
run0186	MergerID000328	-179.082	-21.281	7.779253e+04	0.018	60.574	3	24.040	43.170	9.707
run0186	MergerID000329	-115.065	-56.702	8.922005e+04	0.020	66.822	3	13.010	73.920	17.786
run0186	MergerID000359	49.887	-36.650	1.785863e+05	0.040	12.143	3	18.290	7.232	1.988
run0186	MergerID000381	104.390	23.025	1.646812e+05	0.037	44.229	3	17.370	66.445	14.530
run0186	MergerID000399	-15.270	-73.941	2.054122e+05	0.046	45.706	3	12.870	40.958	6.868
run0186	MergerID000401	177.923	-9.495	2.784713e+05	0.063	15.585	3	13.600	195.421	46.627
run0186	MergerID000403	-57.697	-13.939	1.071311e+05	0.024	73.726	2	17.600	634.073	133.789
run0186	MergerID000416	23.600	-83.072	1.299916e+05	0.029	79.678	3	13.720	16.205	4.317
run0186	MergerID000452	-12.332	-18.747	2.864112e+05	0.065	36.450	2	12.960	1521.902	501.373
run0187	MergerID000016	19.433	-39.946	2.210290e+05	0.050	29.737	3	16.550	9.987	2.724
run0187	MergerID000022	-120.956	33.077	3.818571e+04	0.009	72.950	3	34.820	1.718	0.510
run0187	MergerID000024	-45.931	-34.512	2.306998e+05	0.052	39.107	2	14.200	843.228	162.023
run0187	MergerID000080	-85.811	-28.436	1.332280e+05	0.030	68.825	3	14.450	122.255	23.756
run0187	MergerID000101	104.647	-70.241	1.316421e+05	0.030	55.230	3	14.670	21.272	5.582
run0187	MergerID000107	102.856	-38.681	1.951891e+05	0.044	32.701	3	12.410	63.652	15.409
run0187	MergerID000110	-89.738	46.459	1.459743e+05	0.033	52.585	3	13.270	25.618	6.609
run0187	MergerID000120	130.845	-65.529	1.604926e+05	0.036	51.047	3	12.190	38.944	8.801
run0187	MergerID000157	145.256	11.205	4.182532e+05	0.095	21.758	3	12.950	585.394	127.481
run0187	MergerID000158	153.631	12.560	1.355474e+05	0.031	75.253	3	14.750	53.210	12.842
run0187	MergerID000170	76.940	-2.732	1.374042e+05	0.031	47.584	3	13.140	67.088	17.792
run0187	MergerID000192	-138.228	29.688	1.243230e+05	0.028	57.634	3	14.690	13.579	3.722
run0187	MergerID000210	-10.014	-69.090	2.541446e+05	0.057	44.889	3	12.790	121.897	9.595
run0187	MergerID000214	-163.589	39.789	2.363077e+05	0.053	16.932	3	18.570	8.287	2.299
run0187	MergerID000245	152.978	25.490	2.943284e+05	0.067	30.010	2	13.190	1205.908	373.223
run0187	MergerID000256	6.637	-41.082	1.216727e+05	0.028	49.780	3	23.400	4.489	1.266
run0187	MergerID000264	-172.897	49.949	7.738961e+04	0.018	76.858	3	21.300	15.631	4.509
run0187	MergerID000267	-171.488	-12.034	1.343091e+05	0.030	47.171	2	15.630	596.594	162.115
run0187	MergerID000269	95.970	-51.742	1.719777e+05	0.039	30.967	3	14.360	22.750	5.897
run0187	MergerID000271	-148.821	47.512	1.628751e+05	0.037	44.784	3	17.630	7.604	2.104
run0187	MergerID000280	-79.125	5.446	1.015517e+05	0.023	55.214	3	19.840	27.675	6.996
run0187	MergerID000282	-157.973	-77.411	1.152172e+05	0.026	88.172	3	13.330	27.999	7.178
run0187	MergerID000287	112.980	33.037	5.284458e+04	0.012	25.799	3	63.290	5.856	1.464
run0187	MergerID000308	57.786	-42.025	2.703210e+05	0.061	20.152	3	12.080	112.446	28.595
run0187	MergerID000314	-111.156	30.971	2.539543e+05	0.057	21.177	3	12.790	25.271	6.742
run0187	MergerID000324	-46.652	31.672	1.269066e+05	0.029	51.352	2	12.040	254.857	48.810
run0187	MergerID000325	-151.296	31.382	2.025879e+05	0.046	43.431	3	14.270	18.664	4.898
run0187	MergerID000326	138.227	1.280	1.568652e+05	0.035	56.376	3	14.520	141.634	33.975
run0187	MergerID000339	115.038	-69.255	1.359108e+05	0.031	53.942	3	14.460	15.093	4.054
run0187	MergerID000372	-37.641	-73.483	2.101708e+05	0.048	48.523	2	13.150	1129.138	249.506
run0187	MergerID000375	110.103	-25.992	2.094077e+05	0.047	23.571	3	14.310	41.809	10.464
run0187	MergerID000403	-167.742	57.269	3.284979e+05	0.074	20.888	3	12.970	39.757	9.830
run0187	MergerID000412	152.616	53.163	1.499289e+05	0.034	67.473	3	17.470	230.186	50.220
run0187	MergerID000435	-146.486	-1.328	1.082039e+05	0.024	10.747	3	21.130	15.418	4.147
run0188	MergerID000003	-45.160	-5.841	2.629006e+05	0.059	32.622	2	12.880	1192.112	315.522
run0188	MergerID000014	171.842	-8.444	1.559895e+05	0.035	42.027	3	18.920	41.898	10.067
run0188	MergerID000097	121.107	-9.674	1.447399e+05	0.033	58.366	3	15.250	120.626	36.876
run0188	MergerID000105	44.347	-6.023	1.323546e+05	0.030	48.385	2	12.650	277.885	67.996
run0188	MergerID000117	86.795	-2.087	1.600988e+05	0.036	51.543	3	12.780	85.949	18.235
run0188	MergerID000136	131.537	14.815	2.518757e+05	0.057	46.811	3	12.040	211.568	42.633
run0188	MergerID000142	130.813	-4.922	2.296386e+05	0.052	12.564	3	14.110	90.365	24.694
run0188	MergerID000184	-4.809	-46.121	3.624854e+05	0.082	28.015	2	12.300	1425.068	417.234
run0188	MergerID000192	-88.332	1.133	1.006046e+05	0.023	87.130	2	13.930	971.496	251.814
run0188	MergerID000212	154.973	-22.489	5.578087e+04	0.013	80.357	3	23.500	31.306	8.890
run0188	MergerID000225	77.862	58.398	2.639559e+05	0.060	15.709	2	13.140	857.430	257.965
run0188	MergerID000246	-177.286	-18.624	2.226379e+05	0.050	9.573	2	14.040	878.976	241.494
run0188	MergerID000260	-33.706	-27.301	2.432301e+05	0.055	39.121	2	13.050	1114.293	292.848
run0188	MergerID000266	120.915	-4.999	1.654253e+05	0.037	66.829	3	12.030	384.134	72.061
run0188	MergerID000291	102.090	57.044	2.079213e+05	0.047	30.191	3	17.480	25.896	6.306
run0188	MergerID000335	-81.602	-73.465	1.920087e+05	0.043	38.591	3	13.600	77.859	13.048
run0188	MergerID000394	143.068	33.288	1.345474e+05	0.030	85.767	2	16.550	804.974	221.665
run0188	MergerID000406	-132.189	8.434	4.309594e+04	0.010	59.575	3	29.140	3.150	0.906
run0188	MergerID000410	96.645	1.803	1.532303e+05	0.035	50.868	3	14.880	111.479	24.428
run0188	MergerID000425	12.316	-14.389	3.610903e+05	0.082	23.840	3	12.050	149.325	33.306
run0188	MergerID000464	82.665	-26.090	8.663175e+04	0.020	81.525	3	16.630	16.378	3.980
run0188	MergerID000466	-93.574	36.029	2.047870e+05	0.046	23.259	3	13.950	25.839	6.773
run0189	MergerID000034	-0.469	-34.639	1.400518e+05	0.032	57.801	3	18.090	12.507	3.424
run0189	MergerID000041	-46.503	-26.190	3.104906e+05	0.070	32.565	2	12.630	1321.363	387.701
run0189	MergerID000055	157.587	37.749	3.014442e+05	0.068	38.011	2	13.040	1279.923	391.530
run0189	MergerID000073	-86.496	-12.939	1.552908e+05	0.035	66.662	3	12.900	186.261	33.313
run0189	MergerID000080	175.714	-60.804	2.339985e+05	0.053	26.344	3	12.660	42.543	9.385
run0189	MergerID000139	-31.015	-35.108	2.547572e+05	0.058	20.072	2	15.900	791.808	199.424
run0189	MergerID000147	32.274	-52.909	2.672089e+05	0.060	39.220	3	12.950	33.200	6.664
run0189	MergerID000151	150.096	40.169	3.610299e+05	0.082	8.952	2	12.180	1339.618	383.085
run0189	MergerID000152	-116.786	80.983	1.591803e+05	0.036	43.363	3	16.880	10.495	2.864
run0189	MergerID000176	168.866	35.476	3.113873e+05	0.070	38.175	3	12.240	148.266	14.878
run0189	MergerID000177	25.744	68.908	1.830590e+05	0.041	51.682	3	12.740	45.532	11.481
run0189	MergerID000197	-27.881	-58.977	2.795110e+05	0.063	34.779	2	13.600	1086.675	271.787
run0189	MergerID000204	-41.660	-11.386	3.024896e+05	0.068	22.990	2	12.340	1824.362	613.052
run0189	MergerID000207	-13.222	-40.743	2.704800e+05	0.061	33.333	2	14.990	893.467	246.582
run0189	MergerID000217	110.894	34.476	2.308304e+05	0.052	52.192	2	12.450	1516.132	369.709
run0189	MergerID000251	-15.014	-17.493	2.487025e+05	0.056	47.092	3	13.030	425.040	72.324
run0189	MergerID000265	-61.131	-46.768	1.012450e+05	0.023	21.475	3	36.580	14.629	3.420
run0189	MergerID000293	-151.306	-71.790	2.698096e+05	0.061	5.135	3	13.690	105.712	13.561
run0189	MergerID000305	96.973	-11.774	2.362994e+05	0.053	40.709	3	12.310	74.261	17.002
run0189	MergerID000320	-23.395	11.876	6.542534e+04	0.015	30.065	3	44.370	7.224	2.023
run0189	MergerID000325	170.985	30.805	1.707178e+05	0.039	37.461	3	21.840	7.385	2.015
run0189	MergerID000333	-150.150	36.367	8.522441e+04	0.019	52.670	3	28.370	2.737	0.789
run0189	MergerID000335	24.621	66.633	2.037945e+05	0.046	28.824	3	13.170	29.687	7.599
run0189	MergerID000345	28.224	55.862	1.294782e+04	0.003	63.437	3	122.560	0.262	0.078
run0189	MergerID000365	172.394	-21.587	1.298154e+05	0.029	38.362	3	16.620	78.172	24.300
run0189	MergerID000367	46.635	-39.138	2.212281e+05	0.050	48.031	3	13.610	28.526	5.485
run0189	MergerID000381	36.392	-38.266	1.637918e+05	0.037	54.287	3	16.230	11.489	3.117
run0189	MergerID000393	8.220	-2.600	1.220721e+05	0.028	25.075	3	25.560	10.987	2.974
run0189	MergerID000417	-139.386	39.319	3.048211e+05	0.069	19.170	3	12.260	145.945	27.362
run0189	MergerID000428	162.588	39.611	4.056759e+05	0.092	32.911	3	13.030	598.141	155.099
run0189	MergerID000455	105.838	-1.805	1.239934e+05	0.028	72.426	3	12.880	157.964	30.067
run0189	MergerID000456	29.451	-24.902	2.179243e+05	0.049	13.519	3	17.750	10.853	2.972
run0189	MergerID000461	73.714	-23.920	1.240113e+05	0.028	74.239	3	13.550	32.235	8.654
run0189	MergerID000469	90.048	-32.065	9.779696e+04	0.022	57.674	3	19.750	9.547	2.645
run0189	MergerID000471	-36.296	-71.987	1.426344e+05	0.032	43.624	3	23.150	5.704	1.581
run0189	MergerID000481	145.814	1.586	2.778128e+05	0.063	22.278	3	13.560	86.057	22.159
run0190	MergerID000097	81.462	54.276	1.484106e+05	0.034	53.819	3	14.910	46.741	11.415
run0190	MergerID000122	95.560	-42.619	1.366716e+05	0.031	52.221	3	14.140	111.862	27.959
run0190	MergerID000136	-57.997	-50.213	1.582728e+05	0.036	86.025	2	12.070	1357.400	307.339
run0190	MergerID000147	146.640	36.150	2.195386e+05	0.050	54.790	2	13.390	1382.631	479.604
run0190	MergerID000155	-57.673	-50.160	3.221290e+05	0.073	43.225	2	12.300	1217.159	252.050
run0190	MergerID000165	-18.952	-22.947	3.651184e+05	0.083	17.891	2	12.600	1280.080	371.807
run0190	MergerID000174	-68.562	-57.352	1.713257e+05	0.039	42.459	2	17.960	428.709	96.322
run0190	MergerID000181	-102.199	6.906	1.133257e+05	0.026	58.975	3	15.670	33.921	7.563
run0190	MergerID000190	-133.397	56.723	1.108061e+05	0.025	85.268	3	12.420	222.665	34.785
run0190	MergerID000198	140.043	60.772	1.441547e+05	0.033	70.416	2	17.770	657.652	156.017
run0190	MergerID000202	-155.535	58.990	2.862751e+05	0.065	35.855	3	12.370	472.342	36.336
run0190	MergerID000221	-169.504	45.504	2.737999e+05	0.062	30.214	3	14.120	17.460	4.537
run0190	MergerID000261	-54.663	-47.522	3.189555e+05	0.072	28.321	2	13.100	1156.547	248.339
run0190	MergerID000292	81.423	-44.858	1.655623e+05	0.037	22.454	3	17.470	11.393	3.119
run0190	MergerID000317	-40.329	60.576	8.492627e+04	0.019	8.418	3	26.260	5.064	1.325
run0190	MergerID000325	101.572	-57.878	2.194225e+05	0.050	21.329	3	12.790	35.272	9.378
run0190	MergerID000332	-123.577	-82.577	1.273288e+05	0.029	25.634	3	26.610	3.134	0.888
run0190	MergerID000360	-144.352	30.583	2.462254e+05	0.056	37.277	3	12.390	370.968	71.563
run0190	MergerID000378	-152.242	-82.983	1.495681e+05	0.034	37.678	3	17.450	13.846	3.510
run0190	MergerID000397	-33.004	70.519	1.189427e+05	0.027	16.625	3	21.290	5.219	1.508
run0190	MergerID000400	153.755	20.773	2.802402e+05	0.063	47.297	2	12.810	1253.852	358.483
run0190	MergerID000428	36.495	45.739	1.330793e+05	0.030	60.463	3	13.570	49.164	13.501
run0190	MergerID000443	-162.784	49.738	2.197397e+05	0.050	12.518	3	20.520	5.437	1.493
run0190	MergerID000448	-68.799	-28.469	2.127289e+05	0.048	40.636	2	14.070	649.351	152.765
run0190	MergerID000449	-22.819	-17.574	2.132962e+05	0.048	40.234	3	18.150	20.627	5.212
run0191	MergerID000005	-96.672	-41.760	7.949214e+04	0.018	6.242	3	38.780	3.773	1.072
run0191	MergerID000010	-30.922	-15.931	1.217525e+05	0.028	51.601	3	22.810	11.989	3.288
run0191	MergerID000012	169.878	11.196	1.846532e+05	0.042	55.402	2	14.570	832.002	238.084
run0191	MergerID000014	-152.308	68.131	2.452703e+05	0.055	18.727	3	17.020	17.715	4.683
run0191	MergerID000045	-150.941	-53.038	2.734503e+05	0.062	14.768	3	12.630	114.026	17.284
run0191	MergerID000051	-26.424	-24.609	1.565806e+05	0.035	46.716	3	21.230	14.244	3.810
run0191	MergerID000070	138.190	55.956	2.549188e+05	0.058	13.409	2	16.440	534.420	148.647
run0191	MergerID000099	117.649	41.958	2.353420e+05	0.053	40.958	2	13.450	705.636	168.567
run0191	MergerID000112	-121.451	18.626	1.371566e+05	0.031	34.512	3	18.940	8.470	2.467
run0191	MergerID000165	171.080	52.482	1.680327e+05	0.038	46.401	3	19.670	11.072	2.924
run0191	MergerID000175	-10.361	-61.666	7.296904e+04	0.017	66.382	3	25.530	5.296	1.488
run0191	MergerID000187	117.294	-32.396	1.511024e+05	0.034	35.839	3	15.230	42.019	10.415
run0191	MergerID000203	109.351	74.150	1.464405e+05	0.033	61.944	3	13.740	31.596	7.450
run0191	MergerID000220	-131.817	83.638	1.976797e+05	0.045	9.774	3	16.410	11.839	3.016
run0191	MergerID000229	-42.107	-12.957	1.183715e+05	0.027	8.701	3	33.670	6.327	1.825
run0191	MergerID000243	-147.612	44.428	2.135032e+05	0.048	50.513	3	13.020	32.964	6.059
run0191	MergerID000255	168.403	1.266	1.486654e+05	0.034	81.085	3	14.080	117.298	27.798
run0191	MergerID000258	19.827	-71.944	1.509408e+05	0.034	53.927	3	17.350	15.554	3.794
run0191	MergerID000265	106.039	37.789	1.407139e+05	0.032	44.032	3	20.900	100.820	19.530
run0191	MergerID000276	60.003	45.451	2.060943e+05	0.047	13.945	3	13.570	68.029	18.484
run0191	MergerID000286	-45.758	-28.319	3.191006e+05	0.072	17.285	2	14.320	945.582	217.089
run0191	MergerID000293	6.433	-0.533	2.096889e+05	0.047	33.481	2	14.780	607.504	176.278
run0191	MergerID000303	155.945	24.125	2.677380e+05	0.061	44.271	3	12.850	116.760	15.789
run0191	MergerID000378	149.804	29.108	2.859500e+05	0.065	42.566	2	12.290	1621.987	552.308
run0191	MergerID000392	-75.736	-51.720	1.907595e+05	0.043	8.067	2	19.860	396.265	89.332
run0191	MergerID000396	-14.693	-27.866	1.577112e+05	0.036	26.415	3	27.340	5.416	1.516
run0191	MergerID000397	168.054	65.483	3.634712e+05	0.082	18.696	3	12.250	62.043	13.299
run0191	MergerID000423	148.068	6.709	1.883357e+05	0.043	53.427	3	16.160	51.122	13.130
run0191	MergerID000425	-74.871	-21.448	3.459603e+05	0.078	7.777	2	12.220	1760.576	464.077
run0191	MergerID000443	-115.111	-65.974	6.186764e+04	0.014	39.553	3	42.270	2.168	0.637
run0192	MergerID000017	-160.460	-55.394	1.588237e+05	0.036	1.312	3	16.010	32.291	8.792
run0192	MergerID000020	-81.835	62.773	8.175244e+04	0.018	32.302	3	30.290	2.551	0.729
run0192	MergerID000028	-161.294	56.694	1.467933e+05	0.033	24.369	3	26.480	3.369	0.931
run0192	MergerID000057	-54.207	-38.275	1.425633e+05	0.032	47.501	2	21.640	256.863	59.619
run0192	MergerID000068	-56.259	10.825	1.452892e+05	0.033	5.216	3	20.260	34.991	10.357
run0192	MergerID000072	77.926	27.166	1.098391e+05	0.025	42.889	3	16.940	30.256	8.357
run0192	MergerID000074	-169.088	43.431	2.169071e+05	0.049	47.741	2	12.690	1212.307	318.459
run0192	MergerID000125	24.160	-57.674	2.609260e+05	0.059	32.044	3	13.990	32.278	7.991
run0192	MergerID000155	-70.017	-36.102	1.534336e+05	0.035	41.647	2	18.800	390.035	105.541
run0192	MergerID000168	102.638	-22.710	1.330552e+05	0.030	19.966	3	21.260	10.698	2.974
run0192	MergerID000201	115.416	-34.283	1.807277e+05	0.041	14.256	2	12.550	257.873	69.766
run0192	MergerID000275	5.173	-0.380	2.953880e+05	0.067	17.466	3	12.950	96.571	15.166
run0192	MergerID000282	110.913	12.631	2.208120e+05	0.050	41.492	3	14.560	80.831	23.392
run0192	MergerID000309	-153.059	51.070	2.866945e+05	0.065	26.317	3	13.280	33.505	8.268
run0192	MergerID000316	136.305	24.704	2.683484e+05	0.061	15.896	2	15.210	941.687	299.890
run0192	MergerID000340	155.686	-0.267	1.278832e+05	0.029	48.222	3	22.330	19.939	5.447
run0192	MergerID000347	64.581	1.417	1.316349e+05	0.030	24.616	3	16.220	13.661	3.917
run0192	MergerID000356	37.680	61.471	2.353357e+05	0.053	21.214	3	13.470	45.436	11.118
run0192	MergerID000386	-163.213	-43.781	1.398239e+05	0.032	38.932	3	15.440	41.886	11.308
run0192	MergerID000408	37.693	-46.233	2.133613e+05	0.048	45.808	3	12.700	27.261	6.777
run0192	MergerID000411	149.611	40.682	3.086080e+05	0.070	14.566	2	14.470	947.877	243.028
run0192	MergerID000417	89.418	69.223	2.252801e+05	0.051	37.658	3	13.980	61.731	14.970
run0192	MergerID000448	15.081	-35.296	2.167645e+05	0.049	23.291	3	17.160	10.256	2.764
run0192	MergerID000455	-169.124	13.231	2.538467e+05	0.057	44.932	3	12.280	107.194	18.382
run0192	MergerID000465	-141.574	57.027	2.949251e+05	0.067	19.236	3	13.300	28.320	6.576
run0192	MergerID000474	74.748	23.685	1.010356e+05	0.023	50.860	2	14.970	70.999	18.507
run0192	MergerID000484	78.733	55.125	1.808320e+05	0.041	23.287	3	15.980	48.994	12.163
run0193	MergerID000003	-35.620	4.660	1.404092e+05	0.032	75.402	3	12.840	137.834	39.919
run0193	MergerID000013	-110.032	26.651	2.096747e+05	0.047	4.260	3	14.370	16.533	4.578
run0193	MergerID000031	131.453	29.458	1.476628e+05	0.033	45.469	2	21.400	436.892	91.103
run0193	MergerID000034	-57.877	-26.168	1.950956e+05	0.044	34.731	2	16.900	441.088	101.961
run0193	MergerID000039	172.096	15.579	1.928902e+05	0.044	47.407	2	15.810	646.925	166.901
run0193	MergerID000040	-38.863	-50.961	3.028438e+05	0.068	21.472	3	14.060	155.014	18.038
run0193	MergerID000060	45.836	48.001	7.845714e+04	0.018	13.977	3	32.510	4.787	1.349
run0193	MergerID000090	-58.338	-2.408	1.966409e+05	0.044	27.746	3	16.980	52.446	13.202
run0193	MergerID000104	-75.171	0.946	2.410087e+05	0.055	39.619	3	13.120	114.010	34.182
run0193	MergerID000116	-65.520	-40.323	2.875499e+05	0.065	15.031	2	14.960	775.783	189.536
run0193	MergerID000118	-21.041	-0.105	2.677147e+05	0.061	20.874	3	14.110	49.558	11.855
run0193	MergerID000134	178.636	41.391	3.249150e+05	0.073	3.210	3	16.310	16.862	4.172
run0193	MergerID000173	-178.308	-51.259	1.138721e+05	0.026	21.779	3	20.500	13.703	3.813
run0193	MergerID000187	61.374	-53.524	1.215493e+05	0.027	61.323	3	18.310	19.000	5.088
run0193	MergerID000237	178.232	-5.558	1.794335e+05	0.041	38.451	3	16.080	102.217	29.641
run0193	MergerID000240	-159.696	50.196	2.654650e+05	0.060	43.901	3	12.250	55.343	12.048
